loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,loan_status,purpose,dti,delinq_2yrs,revol_util,total_acc
8100,36,0.1155,267.3,B,10+ years,MORTGAGE,64000.0,Fully Paid,debt_consolidation,3.3,0,0.233,11
14000,60,0.21450001,382.3,D,9 years,MORTGAGE,50323.0,Fully Paid,debt_consolidation,30.26,1,0.53900003,25
16000,60,0.1602,389.26,C,,RENT,33816.0,Charged Off,debt_consolidation,31.97,0,0.566,13
5000,36,0.0735,155.19,A,10+ years,MORTGAGE,48000.0,Fully Paid,credit_card,4.88,0,0.113000005,17
4000,36,0.1311,134.99,B,< 1 year,RENT,55000.0,Fully Paid,debt_consolidation,8.31,0,0.35,14
8875,36,0.1531,309.01,C,4 years,MORTGAGE,26000.0,Fully Paid,credit_card,25.62,0,0.412,9
24000,60,0.094399996,503.35,B,3 years,MORTGAGE,99500.0,Fully Paid,debt_consolidation,15.93,1,0.079,29
15000,36,0.079,469.36,A,10+ years,MORTGAGE,55200.0,Charged Off,debt_consolidation,28.07,0,0.806,31
25000,36,0.053200003,752.87,A,10+ years,MORTGAGE,130000.0,Fully Paid,home_improvement,0.0,0,0.0,36
20000,60,0.22469999,557.74,E,2 years,MORTGAGE,140000.0,Charged Off,debt_consolidation,9.78,0,0.495,15
25000,60,0.0735,499.17,A,,MORTGAGE,50000.0,Charged Off,house,1.2,0,0.016,14
15000,36,0.1855,546.44,D,< 1 year,RENT,54000.0,Fully Paid,debt_consolidation,12.42,0,0.7,34
8000,36,0.0766,249.44,A,< 1 year,RENT,60000.0,Fully Paid,debt_consolidation,7.06,0,0.266,13
6075,36,0.0999,196.0,B,< 1 year,RENT,32000.0,Charged Off,credit_card,7.88,0,0.357,12
24000,36,0.1521,834.44,D,5 years,MORTGAGE,135000.0,Charged Off,debt_consolidation,17.07,0,0.99,47
7000,36,0.070700005,216.37,A,1 year,MORTGAGE,60000.0,Fully Paid,debt_consolidation,10.68,1,0.065,21
30000,60,0.2333,851.42,F,< 1 year,RENT,98000.0,Fully Paid,debt_consolidation,28.32,0,0.91800004,37
14475,36,0.1527,503.7,C,3 years,RENT,50000.0,Fully Paid,credit_card,23.69,0,0.90099996,37
11000,36,0.1602,386.84,C,,RENT,35000.0,Charged Off,credit_card,23.11,0,0.365,29
14400,36,0.121199995,479.12,B,,MORTGAGE,64308.0,Charged Off,debt_consolidation,25.7,0,0.948,37
8000,36,0.0672,246.0,A,2 years,OWN,55000.0,Fully Paid,debt_consolidation,23.89,0,0.24,33
25000,60,0.1505,595.41,C,,MORTGAGE,85000.0,Fully Paid,debt_consolidation,5.66,0,0.098000005,16
21200,60,0.16290002,518.82,C,10+ years,MORTGAGE,60000.0,Charged Off,home_improvement,12.06,1,0.7,31
26400,60,0.21450001,720.91,D,3 years,RENT,135000.0,Fully Paid,debt_consolidation,32.58,0,0.886,45
28000,36,0.0749,870.85,A,5 years,MORTGAGE,400000.0,Fully Paid,debt_consolidation,6.31,0,0.318,23
15000,60,0.237,428.92,F,10+ years,MORTGAGE,41000.0,Fully Paid,debt_consolidation,27.04,0,0.773,19
17250,60,0.1306,393.03,C,10+ years,MORTGAGE,89000.0,Fully Paid,debt_consolidation,13.55,0,0.583,25
3600,36,0.1505,124.89,C,< 1 year,RENT,34600.0,Charged Off,other,6.87,0,0.338,18
5000,36,0.2,185.82,D,,MORTGAGE,90000.0,Charged Off,debt_consolidation,17.0,0,0.741,40
20000,36,0.1505,693.8,C,5 years,MORTGAGE,85000.0,Fully Paid,home_improvement,11.85,0,0.543,21
26000,60,0.1433,609.44,C,3 years,MORTGAGE,75000.0,Fully Paid,debt_consolidation,25.86,0,0.677,30
25475,36,0.22469999,979.11,E,10+ years,RENT,65000.0,Charged Off,wedding,27.69,0,0.824,21
20000,36,0.1091,653.93,B,< 1 year,MORTGAGE,33000.0,Fully Paid,debt_consolidation,6.76,1,0.45900002,10
11700,36,0.060300004,356.1,A,8 years,MORTGAGE,40560.0,Fully Paid,home_improvement,8.14,0,0.05,13
1500,36,0.0762,46.75,A,,OWN,47113.56,Fully Paid,major_purchase,0.01,0,0.0,14
24000,36,0.1042,779.16,B,3 years,MORTGAGE,85000.0,Fully Paid,debt_consolidation,23.35,0,0.198,25
4000,36,0.1114,131.23,B,,MORTGAGE,37956.0,Fully Paid,debt_consolidation,5.25,0,0.97800004,17
14000,36,0.066199996,429.86,A,< 1 year,MORTGAGE,85000.0,Fully Paid,debt_consolidation,14.85,0,0.609,30
3600,36,0.075100005,112.0,A,3 years,MORTGAGE,39996.0,Fully Paid,home_improvement,12.96,0,0.35799998,25
30000,60,0.2376,858.87,F,6 years,MORTGAGE,110000.0,Charged Off,other,10.67,1,0.585,24
16000,36,0.079,500.65,A,7 years,MORTGAGE,58000.0,Fully Paid,credit_card,21.73,0,0.255,48
15000,36,0.1433,515.08,C,10+ years,MORTGAGE,48000.0,Fully Paid,debt_consolidation,24.6,0,0.603,21
9000,36,0.0672,276.75,A,10+ years,MORTGAGE,130000.0,Charged Off,credit_card,12.15,1,0.274,30
30225,60,0.1972,796.08,D,10+ years,OWN,68000.0,Fully Paid,credit_card,23.7,0,0.73800004,22
3000,36,0.14220001,102.86,C,6 years,RENT,110000.0,Fully Paid,moving,10.05,0,0.75699997,28
23000,36,0.066199996,706.19,A,5 years,MORTGAGE,150000.0,Fully Paid,debt_consolidation,9.83,0,0.42099997,24
8400,36,0.1531,292.47,C,8 years,MORTGAGE,31000.0,Fully Paid,debt_consolidation,17.81,0,0.774,24
2000,36,0.19129999,73.45,F,< 1 year,MORTGAGE,50000.0,Charged Off,small_business,17.28,1,0.985,33
20000,36,0.171,714.06,C,,OWN,120000.0,Fully Paid,debt_consolidation,32.99,0,0.598,49
20000,60,0.1042,429.09,B,< 1 year,RENT,80000.0,Fully Paid,debt_consolidation,10.8,0,0.155,21
35000,60,0.1709,871.54,D,7 years,RENT,118000.0,Charged Off,debt_consolidation,25.18,1,0.71300006,29
16950,36,0.1099,554.85,B,6 years,RENT,51000.0,Fully Paid,debt_consolidation,16.75,1,0.385,22
20000,36,0.121199995,665.44,B,2 years,RENT,67000.0,Fully Paid,debt_consolidation,24.41,0,0.655,19
20000,36,0.1242,668.31,B,3 years,RENT,110000.0,Fully Paid,debt_consolidation,11.5,0,0.272,31
9600,36,0.16290002,338.89,C,9 years,RENT,55000.0,Fully Paid,debt_consolidation,14.27,0,0.338,25
8875,36,0.15100001,308.09,C,10+ years,RENT,26000.0,Charged Off,debt_consolidation,14.17,0,0.797,6
6000,36,0.0797,187.94,A,6 years,RENT,65000.0,Charged Off,debt_consolidation,21.09,0,0.266,48
25000,36,0.119899996,830.24,B,6 years,RENT,100000.0,Fully Paid,credit_card,16.31,0,0.426,17
15000,36,0.0672,461.24,A,10+ years,MORTGAGE,116200.0,Fully Paid,home_improvement,28.93,0,0.12100001,35
8400,36,0.1875,306.85,D,< 1 year,RENT,42000.0,Fully Paid,debt_consolidation,12.4,0,0.621,20
4000,36,0.1433,137.36,C,7 years,MORTGAGE,67490.0,Fully Paid,debt_consolidation,20.86,0,0.805,18
35000,36,0.1016,1131.99,B,10+ years,MORTGAGE,125000.0,Fully Paid,debt_consolidation,11.57,0,0.040999997,36
10000,36,0.1408,342.17,C,2 years,RENT,42000.0,Fully Paid,small_business,11.57,0,0.671,22
10000,36,0.099300005,322.35,B,2 years,RENT,65000.0,Fully Paid,medical,4.27,1,0.186,26
4800,36,0.1075,156.58,B,2 years,RENT,36000.0,Fully Paid,medical,3.13,0,0.431,8
20000,36,0.070700005,618.19,A,10+ years,MORTGAGE,110000.0,Fully Paid,credit_card,23.03,1,0.371,28
6800,60,0.203,181.3,E,5 years,RENT,55000.0,Fully Paid,wedding,14.18,0,0.7,22
6600,60,0.1727,164.99,D,< 1 year,RENT,43500.0,Fully Paid,wedding,0.41,0,0.118,9
24000,60,0.1602,583.89,C,10+ years,MORTGAGE,66560.0,Fully Paid,debt_consolidation,30.54,0,0.237,27
6600,36,0.1062,214.9,B,3 years,RENT,39000.0,Fully Paid,credit_card,16.86,0,0.46400002,14
10800,36,0.121199995,359.34,B,10+ years,MORTGAGE,50898.0,Charged Off,credit_card,28.69,0,0.955,24
12000,60,0.099300005,254.56,B,10+ years,OWN,72000.0,Fully Paid,house,9.05,0,0.115,30
9725,36,0.0762,303.05,A,10+ years,MORTGAGE,67215.0,Fully Paid,debt_consolidation,16.36,0,0.45200002,13
7000,36,0.0967,224.79,B,5 years,RENT,65000.0,Fully Paid,credit_card,8.27,0,0.715,15
32000,36,0.0735,993.2,A,10+ years,MORTGAGE,79386.0,Fully Paid,home_improvement,8.45,0,0.15,36
7500,36,0.1114,246.03,B,10+ years,RENT,178008.0,Fully Paid,other,11.33,0,0.816,28
3500,36,0.0735,108.64,A,2 years,OWN,75000.0,Fully Paid,credit_card,27.44,0,0.41,34
11325,36,0.1016,366.28,B,7 years,MORTGAGE,34000.0,Fully Paid,debt_consolidation,9.71,0,0.65199995,11
10000,36,0.1042,324.65,B,9 years,MORTGAGE,48000.0,Fully Paid,debt_consolidation,9.85,1,0.41,22
3000,36,0.088999994,95.26,A,5 years,RENT,12000.0,Fully Paid,credit_card,6.8,0,0.305,14
24375,60,0.1114,531.68,B,10+ years,MORTGAGE,54700.0,Fully Paid,debt_consolidation,26.94,0,0.542,32
18000,60,0.162,439.65,C,6 years,OWN,55000.0,Charged Off,debt_consolidation,22.52,0,0.41799998,47
32000,60,0.158,774.79,C,1 year,MORTGAGE,158000.0,Fully Paid,credit_card,14.17,0,0.409,47
10000,36,0.1777,360.38,D,10+ years,MORTGAGE,123300.0,Fully Paid,credit_card,17.2,1,0.84599996,22
3500,36,0.1223,116.64,C,4 years,RENT,52692.0,Fully Paid,major_purchase,10.2,0,0.62700003,7
6200,36,0.1727,221.89,C,10+ years,MORTGAGE,44000.0,Charged Off,credit_card,10.83,1,0.447,35
15000,60,0.1749,376.76,D,6 years,RENT,130000.0,Fully Paid,credit_card,11.25,0,0.473,25
15000,36,0.1091,490.45,B,7 years,OWN,48000.0,Fully Paid,debt_consolidation,13.9,0,0.46400002,7
25000,60,0.094399996,524.32,B,10+ years,MORTGAGE,80000.0,Fully Paid,debt_consolidation,3.1,0,0.027,20
10000,36,0.1042,324.65,B,3 years,RENT,38000.0,Charged Off,credit_card,14.47,0,0.405,15
28000,36,0.1433,961.47,C,10+ years,RENT,90000.0,Fully Paid,debt_consolidation,22.33,0,0.148,63
3500,36,0.119899996,116.24,B,10+ years,RENT,69000.0,Fully Paid,other,20.56,0,0.68,10
1675,36,0.1155,55.28,B,,MORTGAGE,25000.0,Fully Paid,major_purchase,21.12,0,0.70199996,18
6000,36,0.1875,219.18,D,3 years,RENT,85000.0,Fully Paid,other,12.49,1,0.706,22
23100,36,0.094399996,739.32,B,2 years,MORTGAGE,117000.0,Fully Paid,credit_card,18.83,0,0.33900002,31
2000,36,0.1091,65.4,B,10+ years,MORTGAGE,58000.0,Fully Paid,other,14.53,0,0.55,15
20000,36,0.1709,713.96,D,8 years,MORTGAGE,75000.0,Fully Paid,debt_consolidation,17.7,0,0.523,17
11325,36,0.1855,412.56,D,7 years,RENT,56000.0,Charged Off,debt_consolidation,25.2,0,0.66,34
20000,60,0.2408,576.29,F,10+ years,MORTGAGE,60000.0,Fully Paid,debt_consolidation,9.66,0,0.763,7
7500,36,0.1875,273.98,D,7 years,RENT,38549.6,Fully Paid,credit_card,5.17,0,0.676,10
17975,60,0.1777,454.21,D,9 years,MORTGAGE,50000.0,Charged Off,credit_card,16.99,0,0.38799998,12
2500,36,0.16450001,88.45,E,10+ years,MORTGAGE,55200.0,Fully Paid,debt_consolidation,19.85,0,0.99300003,15
15250,36,0.1311,514.65,B,,MORTGAGE,57500.0,Fully Paid,credit_card,21.91,0,0.916,23
10000,36,0.06,304.28,A,< 1 year,MORTGAGE,52728.0,Fully Paid,credit_card,62.68,0,0.0,50
1450,36,0.075100005,45.12,A,,RENT,10000.0,Fully Paid,other,22.2,0,0.032,10
32350,36,0.1016,1046.28,B,6 years,MORTGAGE,72000.0,Fully Paid,debt_consolidation,16.08,0,0.639,29
2000,36,0.0797,62.65,A,8 years,MORTGAGE,100000.0,Fully Paid,vacation,24.96,0,0.937,39
25850,36,0.0797,809.69,A,10+ years,MORTGAGE,260000.0,Fully Paid,debt_consolidation,15.44,0,0.501,33
21000,60,0.1777,530.64,D,2 years,RENT,135000.0,Fully Paid,house,19.29,2,0.426,60
12375,60,0.1776,312.64,D,2 years,MORTGAGE,35700.0,Fully Paid,credit_card,18.66,0,0.42200002,17
37875,36,0.1602,1331.95,C,10+ years,MORTGAGE,100000.0,Fully Paid,other,33.96,1,0.303,29
4000,36,0.099300005,128.94,B,10+ years,MORTGAGE,103000.0,Fully Paid,home_improvement,26.48,0,0.19399999,32
10000,36,0.1599,351.53,D,3 years,RENT,70000.0,Charged Off,debt_consolidation,13.85,1,0.696,23
2175,36,0.066199996,66.79,A,3 years,MORTGAGE,86000.0,Fully Paid,major_purchase,11.76,0,0.109,15
22050,36,0.2198,841.88,E,5 years,RENT,61528.0,Charged Off,credit_card,24.03,1,0.96300006,28
19200,36,0.1262,643.42,C,5 years,MORTGAGE,91000.0,Fully Paid,credit_card,32.12,0,0.831,22
35000,60,0.121199995,780.68,B,10+ years,MORTGAGE,102000.0,Fully Paid,home_improvement,17.77,0,0.437,34
7000,36,0.1155,231.0,B,< 1 year,RENT,35000.0,Fully Paid,debt_consolidation,23.86,0,0.59,16
18000,36,0.0849,568.14,A,9 years,RENT,82000.0,Fully Paid,medical,24.16,0,0.101,38
20000,60,0.171,498.13,C,10+ years,MORTGAGE,85000.0,Fully Paid,credit_card,13.58,0,0.90699995,13
7000,36,0.0692,215.89,A,< 1 year,RENT,50000.0,Fully Paid,debt_consolidation,15.98,0,0.756,18
12000,36,0.1016,388.11,B,5 years,MORTGAGE,57000.0,Fully Paid,home_improvement,20.13,0,0.141,18
21000,36,0.094399996,672.11,B,10+ years,MORTGAGE,97000.0,Charged Off,debt_consolidation,17.19,0,0.275,23
35000,36,0.1262,1172.9,C,2 years,MORTGAGE,110000.0,Fully Paid,debt_consolidation,11.8,4,0.349,22
9350,36,0.1875,341.56,D,9 years,RENT,50000.0,Charged Off,debt_consolidation,7.87,0,0.714,6
2000,36,0.1262,67.03,C,7 years,RENT,31992.0,Fully Paid,debt_consolidation,24.08,0,0.136,21
3250,36,0.1016,105.12,B,1 year,RENT,42000.0,Fully Paid,credit_card,12.4,0,0.535,13
34000,36,0.21450001,1288.83,D,2 years,OWN,138000.0,Charged Off,credit_card,23.12,0,0.875,33
8500,36,0.121199995,282.81,B,3 years,RENT,72000.0,Fully Paid,credit_card,21.95,0,0.548,33
12000,36,0.070700005,370.91,A,10+ years,MORTGAGE,50000.0,Fully Paid,home_improvement,18.96,0,0.29,25
5600,36,0.070700005,173.1,A,10+ years,MORTGAGE,54000.0,Fully Paid,car,20.91,0,0.498,19
16000,36,0.1727,572.6,C,10+ years,MORTGAGE,90000.0,Fully Paid,credit_card,21.64,0,0.82699996,38
12000,60,0.171,298.88,C,10+ years,OWN,40000.0,Fully Paid,credit_card,16.05,0,0.404,30
20000,60,0.1408,466.2,C,10+ years,MORTGAGE,125000.0,Fully Paid,debt_consolidation,13.78,0,0.58599997,26
15000,60,0.162,366.37,C,10+ years,MORTGAGE,80000.0,Charged Off,debt_consolidation,24.84,0,0.617,28
8000,36,0.15100001,277.72,C,10+ years,OWN,47448.0,Fully Paid,credit_card,12.24,1,0.71099997,17
1200,36,0.235,46.77,F,1 year,RENT,20000.0,Fully Paid,credit_card,27.18,0,0.924,8
9000,36,0.121199995,299.45,B,6 years,RENT,28500.0,Fully Paid,debt_consolidation,9.98,0,0.855,11
6000,36,0.18059999,217.1,D,10+ years,MORTGAGE,42000.0,Fully Paid,debt_consolidation,14.09,0,0.834,21
15000,60,0.1505,357.25,C,10+ years,OWN,105000.0,Fully Paid,credit_card,18.91,0,0.524,30
23450,36,0.0762,730.74,A,2 years,MORTGAGE,98000.0,Fully Paid,debt_consolidation,16.36,0,0.518,43
16000,36,0.088999994,508.06,A,6 years,RENT,75000.0,Fully Paid,credit_card,20.15,0,0.82199997,18
7800,36,0.119899996,259.04,B,4 years,RENT,55000.0,Fully Paid,debt_consolidation,21.86,0,0.982,53
12000,36,0.0988,386.53,B,3 years,MORTGAGE,40000.0,Fully Paid,educational,5.16,0,0.025999999,13
2400,36,0.1433,82.42,C,10+ years,RENT,62000.0,Fully Paid,debt_consolidation,22.48,0,0.78699994,46
6000,36,0.0797,187.94,A,5 years,MORTGAGE,120000.0,Fully Paid,debt_consolidation,7.93,1,0.97300005,19
5500,36,0.1091,179.83,B,10+ years,MORTGAGE,102000.0,Fully Paid,home_improvement,23.62,0,0.52099997,34
17700,60,0.1262,399.3,C,10+ years,RENT,91925.0,Fully Paid,debt_consolidation,11.81,0,0.26299998,47
17000,36,0.088999994,539.81,A,10+ years,MORTGAGE,90000.0,Fully Paid,credit_card,22.8,0,0.675,25
8000,36,0.0762,249.3,A,10+ years,MORTGAGE,87000.0,Fully Paid,home_improvement,13.6,0,0.455,31
18825,60,0.1972,495.82,D,6 years,MORTGAGE,48000.0,Charged Off,debt_consolidation,31.95,1,0.608,40
2650,36,0.26299998,107.2,E,4 years,RENT,30000.0,Fully Paid,car,14.2,0,0.501,6
12000,36,0.1016,388.11,B,10+ years,MORTGAGE,86000.0,Fully Paid,debt_consolidation,11.12,0,0.69699997,14
10000,36,0.16290002,353.01,C,3 years,OWN,75000.0,Charged Off,wedding,19.01,0,0.569,17
6400,36,0.099300005,206.3,B,10+ years,MORTGAGE,40000.0,Fully Paid,home_improvement,17.1,1,0.641,30
10000,36,0.1091,326.97,B,1 year,RENT,58000.0,Charged Off,credit_card,6.74,0,0.64,9
8125,36,0.1155,268.13,B,7 years,RENT,45000.0,Fully Paid,debt_consolidation,20.16,0,0.304,28
12600,36,0.099300005,406.16,B,2 years,RENT,83000.0,Fully Paid,debt_consolidation,11.16,1,0.636,46
6400,36,0.099300005,206.3,B,10+ years,MORTGAGE,36000.0,Fully Paid,home_improvement,7.8,0,0.308,13
4800,36,0.123500004,160.24,B,1 year,MORTGAGE,55000.0,Fully Paid,debt_consolidation,10.87,0,0.89699996,15
21600,36,0.0721,669.03,A,10+ years,RENT,105000.0,Fully Paid,debt_consolidation,17.65,0,0.23200001,26
4000,36,0.121199995,133.09,B,2 years,RENT,22000.0,Fully Paid,credit_card,26.35,0,0.585,14
16000,36,0.0672,491.99,A,2 years,MORTGAGE,65000.0,Fully Paid,debt_consolidation,15.0,0,0.096999995,33
20000,36,0.1368,680.45,C,10+ years,MORTGAGE,160000.0,Fully Paid,debt_consolidation,21.08,0,0.955,20
16425,60,0.235,467.76,F,3 years,RENT,73000.0,Fully Paid,small_business,20.7,0,0.53,18
26200,60,0.21,708.8,E,2 years,MORTGAGE,67000.0,Fully Paid,debt_consolidation,10.53,0,0.41799998,17
6125,36,0.121199995,203.79,B,10+ years,MORTGAGE,34000.0,Charged Off,credit_card,10.76,1,0.353,16
15000,60,0.1531,359.3,C,10+ years,MORTGAGE,47000.0,Fully Paid,home_improvement,15.86,1,0.78900003,17
10000,36,0.0735,310.38,A,10+ years,MORTGAGE,120000.0,Fully Paid,debt_consolidation,7.43,0,0.277,52
10000,36,0.0774,312.19,A,< 1 year,MORTGAGE,50000.0,Fully Paid,other,0.86,0,0.065,16
5500,36,0.15810001,192.85,C,4 years,RENT,36000.0,Fully Paid,home_improvement,8.3,0,0.48099998,21
2500,36,0.16290002,88.26,C,10+ years,OWN,71500.0,Fully Paid,credit_card,12.84,0,0.975,5
10000,36,0.1016,323.43,B,10+ years,MORTGAGE,135000.0,Fully Paid,medical,28.69,0,0.937,21
6400,36,0.053200003,192.74,A,10+ years,RENT,58000.0,Fully Paid,debt_consolidation,27.42,0,0.17899999,27
16800,36,0.094399996,537.69,B,3 years,MORTGAGE,50000.0,Fully Paid,debt_consolidation,26.86,0,0.278,38
12000,36,0.119899996,398.52,B,< 1 year,MORTGAGE,81884.0,Fully Paid,debt_consolidation,11.67,2,0.84400004,16
18000,60,0.237,514.7,F,10+ years,RENT,105000.0,Fully Paid,debt_consolidation,17.37,0,0.90199995,31
19700,60,0.3065,645.25,F,10+ years,MORTGAGE,75000.0,Charged Off,home_improvement,15.3,1,0.56200004,20
5000,36,0.0714,154.71,A,5 years,RENT,50004.0,Fully Paid,major_purchase,7.78,0,0.47,15
15000,36,0.0788,469.22,A,5 years,OWN,91000.0,Fully Paid,debt_consolidation,16.8,0,0.685,20
7000,36,0.0749,217.72,A,7 years,RENT,52249.92,Fully Paid,wedding,15.07,0,0.395,13
11200,60,0.1417,261.6,C,< 1 year,OWN,25800.0,Fully Paid,debt_consolidation,17.77,0,0.435,19
5000,36,0.1825,181.39,D,< 1 year,RENT,70000.0,Charged Off,credit_card,15.7,0,0.765,8
5000,36,0.14109999,171.15,D,< 1 year,RENT,45996.0,Fully Paid,debt_consolidation,12.11,1,0.578,15
2975,36,0.1305,100.32,B,,MORTGAGE,31917.12,Fully Paid,home_improvement,7.86,0,0.173,14
28200,36,0.1522,980.61,C,1 year,RENT,112500.0,Charged Off,debt_consolidation,29.65,0,0.954,22
24000,60,0.1522,573.74,C,10+ years,MORTGAGE,100000.0,Fully Paid,debt_consolidation,16.3,0,0.681,29
6000,36,0.1727,214.73,D,7 years,MORTGAGE,203718.0,Fully Paid,debt_consolidation,8.77,0,0.99300003,20
5100,36,0.060300004,155.23,A,< 1 year,RENT,33000.0,Fully Paid,medical,4.25,0,0.003,19
17050,36,0.1155,562.65,B,5 years,RENT,38000.0,Fully Paid,debt_consolidation,26.37,1,0.582,26
11000,36,0.1399,375.91,C,7 years,MORTGAGE,25000.0,Fully Paid,credit_card,16.19,0,0.474,21
17000,60,0.106400006,366.58,B,5 years,MORTGAGE,48000.0,Fully Paid,credit_card,17.98,0,0.38,44
10000,36,0.1855,364.29,D,7 years,OWN,35000.0,Charged Off,other,19.27,0,0.514,10
8000,36,0.16290002,282.41,C,4 years,RENT,35656.98,Fully Paid,debt_consolidation,32.04,0,0.261,21
16000,36,0.119899996,531.36,B,< 1 year,OWN,80000.0,Fully Paid,debt_consolidation,25.77,0,0.834,20
5000,36,0.1091,163.49,B,9 years,MORTGAGE,60000.0,Fully Paid,debt_consolidation,26.27,0,0.16600001,36
20100,36,0.3079,862.0,G,1 year,OWN,80000.0,Charged Off,other,0.51,3,0.098000005,13
35000,60,0.2583,1044.4,G,10+ years,MORTGAGE,98000.0,Fully Paid,debt_consolidation,13.73,0,0.992,16
12000,36,0.099300005,386.82,B,1 year,RENT,40000.0,Fully Paid,debt_consolidation,28.53,0,0.48299998,10
21850,60,0.19049999,567.41,D,10+ years,MORTGAGE,70000.0,Charged Off,debt_consolidation,19.89,0,0.845,25
1500,36,0.08,47.01,A,2 years,RENT,24840.0,Charged Off,other,14.73,0,0.123,17
19600,60,0.1777,495.27,D,9 years,MORTGAGE,70000.0,Fully Paid,debt_consolidation,31.77,1,0.635,48
8400,36,0.099300005,270.77,B,< 1 year,RENT,34000.0,Fully Paid,debt_consolidation,4.69,0,0.53099996,20
17950,60,0.1171,396.67,B,,OWN,35880.0,Fully Paid,debt_consolidation,5.45,0,0.162,28
24000,60,0.1149,408.97,B,10+ years,MORTGAGE,130000.0,Fully Paid,home_improvement,1.37,0,0.236,37
15000,36,0.1367,510.27,B,2 years,RENT,40000.0,Fully Paid,small_business,19.32,0,0.742,13
16000,60,0.121199995,356.89,B,10+ years,OWN,120000.0,Fully Paid,debt_consolidation,18.22,0,0.71,38
24000,36,0.1399,820.15,C,< 1 year,MORTGAGE,82000.0,Fully Paid,debt_consolidation,18.8,0,0.714,27
29100,60,0.1727,727.45,C,9 years,MORTGAGE,66000.0,Charged Off,debt_consolidation,15.58,0,0.33099997,36
8000,60,0.1417,186.86,C,3 years,RENT,84996.0,Fully Paid,other,9.87,0,0.595,15
9600,36,0.119899996,318.82,B,8 years,MORTGAGE,90000.0,Fully Paid,home_improvement,25.57,0,0.48700002,36
15000,60,0.1903,389.36,D,10+ years,MORTGAGE,63000.0,Fully Paid,debt_consolidation,29.41,0,0.491,29
8000,36,0.1409,273.78,B,10+ years,MORTGAGE,75000.0,Fully Paid,home_improvement,13.74,1,0.542,15
24000,36,0.1408,821.2,C,2 years,MORTGAGE,130000.0,Fully Paid,debt_consolidation,22.8,0,0.78099996,33
35000,60,0.21450001,955.75,D,7 years,MORTGAGE,90000.0,Charged Off,debt_consolidation,23.24,2,0.32,33
19125,60,0.16290002,468.04,C,10+ years,RENT,50000.0,Fully Paid,other,7.92,0,0.71199995,13
12000,36,0.1042,389.58,B,8 years,RENT,35250.0,Charged Off,debt_consolidation,27.58,0,0.87,9
19200,60,0.26299998,578.28,E,1 year,MORTGAGE,48192.0,Fully Paid,credit_card,14.34,1,0.475,46
14675,60,0.1777,370.82,D,,MORTGAGE,53000.0,Fully Paid,credit_card,13.09,0,0.708,39
6500,36,0.2408,255.29,F,7 years,RENT,45000.0,Fully Paid,other,12.43,0,0.213,27
6000,36,0.1408,205.3,C,1 year,RENT,70000.0,Fully Paid,debt_consolidation,19.46,0,0.377,36
5675,36,0.143,194.79,C,10+ years,RENT,71000.0,Fully Paid,credit_card,21.48,2,0.856,29
7000,36,0.121199995,232.91,B,10+ years,RENT,25000.0,Fully Paid,debt_consolidation,21.11,0,0.72300005,21
20000,36,0.060300004,608.72,A,10+ years,MORTGAGE,110000.0,Fully Paid,debt_consolidation,16.81,0,0.44099998,60
15000,36,0.16780001,533.15,C,6 years,MORTGAGE,52000.0,Charged Off,home_improvement,19.25,0,0.72900003,14
6400,60,0.1714,159.54,E,7 years,RENT,43000.0,Fully Paid,debt_consolidation,8.29,0,0.547,6
8000,36,0.1727,286.3,C,,RENT,40000.0,Charged Off,debt_consolidation,3.21,0,0.42099997,5
10000,36,0.0542,301.6,A,10+ years,MORTGAGE,45992.0,Fully Paid,home_improvement,13.7,0,0.079,29
15000,36,0.1114,492.08,B,1 year,RENT,55000.0,Fully Paid,credit_card,21.36,0,0.62700003,13
5000,36,0.0762,155.81,A,2 years,MORTGAGE,60000.0,Fully Paid,small_business,13.14,0,0.42099997,10
8000,36,0.119899996,265.68,B,4 years,MORTGAGE,55000.0,Fully Paid,credit_card,26.36,0,0.27899998,17
4800,36,0.094399996,153.63,B,10+ years,RENT,47000.0,Fully Paid,credit_card,17.21,0,0.398,20
3500,36,0.079,109.52,A,3 years,RENT,129000.0,Fully Paid,wedding,3.66,0,0.135,30
4800,36,0.088999994,152.42,A,6 years,OWN,42000.0,Fully Paid,debt_consolidation,6.74,0,0.031,13
29000,36,0.1114,951.35,B,10+ years,MORTGAGE,65000.0,Fully Paid,debt_consolidation,27.67,0,0.324,47
22250,60,0.23629999,635.32,F,5 years,RENT,62000.0,Charged Off,house,20.94,0,0.75,24
10000,36,0.1409,342.22,B,6 years,RENT,69000.0,Fully Paid,debt_consolidation,18.97,0,0.38900003,51
15000,60,0.1602,364.94,C,9 years,RENT,75000.0,Fully Paid,debt_consolidation,15.6,0,0.47599998,16
10000,60,0.119899996,222.4,B,6 years,RENT,43000.0,Fully Paid,debt_consolidation,31.9,0,0.078,25
6000,36,0.1409,205.33,B,10+ years,MORTGAGE,57000.0,Fully Paid,debt_consolidation,10.21,0,0.879,21
9250,36,0.1433,317.63,C,3 years,RENT,35000.0,Fully Paid,debt_consolidation,28.73,0,0.821,19
12000,60,0.1903,311.49,E,2 years,MORTGAGE,35004.0,Charged Off,debt_consolidation,12.14,0,0.98300004,13
14900,36,0.1074,485.98,B,10+ years,MORTGAGE,61000.0,Fully Paid,credit_card,13.5,1,0.661,29
